Year,Quarter,Month,Country,StateOrProvince,Revenue,Quantity
2002,3,7,US,AR,60,10
2002,3,7,US,AZ,20,4
2002,3,7,US,CA,481.9,66
2002,3,7,US,CO,169.94,19
2002,3,7,US,CT,15,2
2002,3,7,US,DE,25,4
2002,3,7,US,FL,239.89,25
2002,3,7,US,GA,278.84,26
2002,3,7,US,HI,15,2
2002,3,7,US,IA,70,9
2002,3,7,US,ID,10,2
2002,3,7,US,IL,178.95,26
2002,3,7,US,IN,70,11
2002,3,7,US,KS,69.15,6
2002,3,7,US,KY,65,12
2002,3,7,US,LA,75,13
2002,3,7,US,MA,110.18,16
2002,3,7,US,MD,75,11
2002,3,7,US,ME,49.98,6
2002,3,7,US,MI,156.99,23
2002,3,7,US,MN,45,7
2002,3,7,US,MO,70,10
2002,3,7,US,MS,85.98,12
2002,3,7,US,MT,10,2
2002,3,7,US,NC,94.92,8
2002,3,7,US,ND,25,5
2002,3,7,US,NE,25,4
2002,3,7,US,NH,45,6
2002,3,7,US,NJ,171.14,18
2002,3,7,US,NM,20,4
2002,3,7,US,NV,35,4
2002,3,7,US,NY,409.1,41
2002,3,7,US,OH,130,17
2002,3,7,US,OK,30,4
2002,3,7,US,OR,124.98,13
2002,3,7,US,PA,279.89,39
2002,3,7,US,RI,55,8
2002,3,7,US,SC,75,10
2002,3,7,US,SD,60,8
2002,3,7,US,TN,119.7,11
2002,3,7,US,TX,257.03,32
2002,3,7,US,UT,15,2
2002,3,7,US,VA,126.94,17
2002,3,7,US,VT,40,5
2002,3,7,US,WA,75,11
2002,3,7,US,WI,113.93,10
2002,3,7,US,WV,45,6
2002,3,7,US,WY,10,2
2002,3,8,US,AK,25,3
2002,3,8,US,AL,79.94,8
2002,3,8,US,AR,84.94,8
2002,3,8,US,AZ,81.95,11
2002,3,8,US,CA,762.1,87
2002,3,8,US,CO,79.92,8
2002,3,8,US,CT,30,4
2002,3,8,US,DE,5,1
2002,3,8,US,FL,409.87,51
2002,3,8,US,GA,133.94,13
2002,3,8,US,HI,56.93,6
2002,3,8,US,IA,163.83,16
2002,3,8,US,ID,10,2
2002,3,8,US,IL,311.95,43
2002,3,8,US,IN,104.97,12
2002,3,8,US,KS,35.97,1
2002,3,8,US,KY,102.98,11
2002,3,8,US,LA,80,13
2002,3,8,US,MA,226.94,30
2002,3,8,US,MD,112.96,13
2002,3,8,US,MI,125,17
2002,3,8,US,MN,50,10
2002,3,8,US,MO,100.9,9
2002,3,8,US,MS,68.97,6
2002,3,8,US,MT,40,6
2002,3,8,US,NC,50,9
2002,3,8,US,ND,15,2
2002,3,8,US,NE,40,6
2002,3,8,US,NH,10,2
2002,3,8,US,NJ,116.37,13
2002,3,8,US,NM,25,4
2002,3,8,US,NV,40,5
2002,3,8,US,NY,340.86,42
2002,3,8,US,OH,125,22
2002,3,8,US,OK,70.96,10
2002,3,8,US,OR,25,4
2002,3,8,US,PA,185,28
2002,3,8,US,RI,10,2
2002,3,8,US,SC,60,9
2002,3,8,US,TN,60,8
2002,3,8,US,TX,449.89,60
2002,3,8,US,UT,52.94,4
2002,3,8,US,VA,45,8
2002,3,8,US,VT,106.86,8
2002,3,8,US,WA,95,13
2002,3,8,US,WI,65,10
2002,3,8,US,WY,71.98,6
2002,3,9,US,AK,20,4
2002,3,9,US,AL,252.92,30
2002,3,9,US,AR,71.17,6
2002,3,9,US,AZ,89.14,10
2002,3,9,US,CA,574.05,80
2002,3,9,US,CO,127.96,16
2002,3,9,US,CT,101.95,14
2002,3,9,US,DC,10,2
2002,3,9,US,DE,20,2
2002,3,9,US,FL,443.89,52
2002,3,9,US,GA,105,18
2002,3,9,US,HI,10,2
2002,3,9,US,ID,20,2
2002,3,9,US,IL,310,50
2002,3,9,US,IN,137.92,12
2002,3,9,US,KS,35,6
2002,3,9,US,KY,95,16
2002,3,9,US,LA,115.9,12
2002,3,9,US,MA,110,19
2002,3,9,US,MD,45,8
2002,3,9,US,ME,40,4
2002,3,9,US,MI,212.94,29
2002,3,9,US,MN,139.96,16
2002,3,9,US,MO,115,15
2002,3,9,US,MS,71.97,8
2002,3,9,US,NC,65,8
2002,3,9,US,ND,10,2
2002,3,9,US,NE,97.86,8
2002,3,9,US,NJ,115,19
2002,3,9,US,NV,25,4
2002,3,9,US,NY,246.67,35
2002,3,9,US,OH,225.96,32
2002,3,9,US,OK,75,12
2002,3,9,US,OR,79.96,10
2002,3,9,US,PA,312.25,29
2002,3,9,US,SC,46.78,8
2002,3,9,US,SD,35,5
2002,3,9,US,TN,137.52,16
2002,3,9,US,TX,418.92,55
2002,3,9,US,UT,60,10
2002,3,9,US,VA,174.97,17
2002,3,9,US,VT,10,2
2002,3,9,US,WA,80,11
2002,3,9,US,WI,40,6
2002,4,10,US,AK,63.98,7
2002,4,10,US,AL,65,11
2002,4,10,US,AR,80,12
2002,4,10,US,AZ,95.96,13
2002,4,10,US,CA,583.8,67
2002,4,10,US,CO,77.97,9
2002,4,10,US,CT,83.55,8
2002,4,10,US,DC,10,2
2002,4,10,US,DE,15,2
2002,4,10,US,FL,266.94,39
2002,4,10,US,GA,127.96,17
2002,4,10,US,IA,55,9
2002,4,10,US,IL,317.8,37
2002,4,10,US,IN,240.79,28
2002,4,10,US,KS,74.91,11
2002,4,10,US,KY,50,8
2002,4,10,US,LA,150.98,19
2002,4,10,US,MA,179.12,27
2002,4,10,US,MD,60,9
2002,4,10,US,ME,25,4
2002,4,10,US,MI,340.71,29
2002,4,10,US,MN,199.12,18
2002,4,10,US,MO,97.94,12
2002,4,10,US,MS,200.86,7
2002,4,10,US,MT,20.96,2
2002,4,10,US,NC,128.97,17
2002,4,10,US,ND,10,2
2002,4,10,US,NE,20,4
2002,4,10,US,NH,15,2
2002,4,10,US,NJ,60,11
2002,4,10,US,NM,40,8
2002,4,10,US,NY,313.92,45
2002,4,10,US,OH,264.86,31
2002,4,10,US,OK,70,10
2002,4,10,US,OR,119.95,12
2002,4,10,US,PA,398.99,51
2002,4,10,US,RI,25,4
2002,4,10,US,SC,143.16,20
2002,4,10,US,TN,222.87,23
2002,4,10,US,TX,489.87,60
2002,4,10,US,UT,45,8
2002,4,10,US,VA,93.99,14
2002,4,10,US,VT,15,2
2002,4,10,US,WA,80,15
2002,4,10,US,WI,50,7
2002,4,10,US,WY,25,4
2002,4,11,US,AK,30,5
2002,4,11,US,AL,63.97,5
2002,4,11,US,AR,124.91,12
2002,4,11,US,AZ,58.98,7
2002,4,11,US,CA,625.72,81
2002,4,11,US,CO,110,17
2002,4,11,US,CT,20,4
2002,4,11,US,DC,55,7
2002,4,11,US,FL,358.89,40
2002,4,11,US,GA,163.72,24
2002,4,11,US,HI,15,2
2002,4,11,US,IA,94.85,8
2002,4,11,US,ID,73.97,4
2002,4,11,US,IL,319.82,40
2002,4,11,US,IN,55,10
2002,4,11,US,KS,62.97,8
2002,4,11,US,KY,139.14,14
2002,4,11,US,LA,66.98,8
2002,4,11,US,MA,154.33,18
2002,4,11,US,MD,119.94,13
2002,4,11,US,ME,31.75,2
2002,4,11,US,MI,214.95,31
2002,4,11,US,MN,55.96,8
2002,4,11,US,MO,75,12
2002,4,11,US,MS,95.95,7
2002,4,11,US,MT,35.96,2
2002,4,11,US,NC,126.98,16
2002,4,11,US,ND,15,2
2002,4,11,US,NE,10,1
2002,4,11,US,NJ,168.97,24
2002,4,11,US,NV,10,2
2002,4,11,US,NY,460.78,54
2002,4,11,US,OH,277.67,36
2002,4,11,US,OK,98.91,10
2002,4,11,US,OR,107.95,14
2002,4,11,US,PA,365.9,46
2002,4,11,US,SC,67.98,8
2002,4,11,US,TN,35,7
2002,4,11,US,TX,469.81,56
2002,4,11,US,UT,122.91,10
2002,4,11,US,VA,115.96,13
2002,4,11,US,VT,10,2
2002,4,11,US,WA,82.75,8
2002,4,11,US,WI,131.94,14
2002,4,11,US,WV,35.95,4
2002,4,12,US,AK,160.91,15
2002,4,12,US,AL,195,37
2002,4,12,US,AR,252.16,21
2002,4,12,US,AZ,299.97,49
2002,4,12,US,CA,1547.78,232
2002,4,12,US,CO,193.71,28
2002,4,12,US,CT,155,26
2002,4,12,US,DC,35,5
2002,4,12,US,DE,60,11
2002,4,12,US,FL,583.43,86
2002,4,12,US,GA,306.89,34
2002,4,12,US,IA,244.31,30
2002,4,12,US,ID,86.95,8
2002,4,12,US,IL,428.78,75
2002,4,12,US,IN,350.98,52
2002,4,12,US,KS,218.98,34
2002,4,12,US,KY,514.75,55
2002,4,12,US,LA,89.96,12
2002,4,12,US,MA,205,37
2002,4,12,US,MD,150,24
2002,4,12,US,ME,35,6
2002,4,12,US,MI,463.93,60
2002,4,12,US,MN,377.89,42
2002,4,12,US,MO,303.5,46
2002,4,12,US,MS,65,13
2002,4,12,US,MT,70,12
2002,4,12,US,NC,375,73
2002,4,12,US,ND,60,11
2002,4,12,US,NE,95,15
2002,4,12,US,NH,115,21
2002,4,12,US,NJ,318.92,42
2002,4,12,US,NM,20,2
2002,4,12,US,NV,152.92,15
2002,4,12,US,NY,682.14,99
2002,4,12,US,OH,601.98,105
2002,4,12,US,OK,348.85,39
2002,4,12,US,OR,190,33
2002,4,12,US,PA,300,58
2002,4,12,US,RI,65,10
2002,4,12,US,SC,223.97,32
2002,4,12,US,TN,231.95,34
2002,4,12,US,TX,1282.84,138
2002,4,12,US,UT,45,8
2002,4,12,US,VA,529.09,73
2002,4,12,US,VT,25,5
2002,4,12,US,WA,481.96,80
2002,4,12,US,WI,452.78,77
2002,4,12,US,WV,25,5
2002,4,12,US,WY,10,2
2003,1,1,US,AK,15,2
2003,1,1,US,AL,183.9,16
2003,1,1,US,AR,96.98,12
2003,1,1,US,AZ,154.92,19
2003,1,1,US,CA,837.02,100
2003,1,1,US,CO,70.89,5
2003,1,1,US,CT,105,17
2003,1,1,US,DC,65,9
2003,1,1,US,FL,443.88,57
2003,1,1,US,GA,285.81,29
2003,1,1,US,HI,44.96,4
2003,1,1,US,IA,119.16,14
2003,1,1,US,ID,42.96,4
2003,1,1,US,IL,342.94,47
2003,1,1,US,IN,165.96,25
2003,1,1,US,KS,174.9,17
2003,1,1,US,KY,104.97,12
2003,1,1,US,LA,40,7
2003,1,1,US,MA,222.91,20
2003,1,1,US,MD,134.94,15
2003,1,1,US,ME,35,6
2003,1,1,US,MI,311.88,43
2003,1,1,US,MN,152.9,18
2003,1,1,US,MO,146.72,19
2003,1,1,US,MS,132.99,19
2003,1,1,US,MT,23.98,2
2003,1,1,US,NC,113.98,17
2003,1,1,US,NE,50,7
2003,1,1,US,NH,45,8
2003,1,1,US,NJ,120,19
2003,1,1,US,NV,45,8
2003,1,1,US,NY,277.85,30
2003,1,1,US,OH,332.79,39
2003,1,1,US,OK,168.28,17
2003,1,1,US,OR,50,7
2003,1,1,US,PA,326.9,40
2003,1,1,US,RI,15,2
2003,1,1,US,SC,111.85,11
2003,1,1,US,SD,10,2
2003,1,1,US,TN,210.01,15
2003,1,1,US,TX,817.08,84
2003,1,1,US,UT,15,2
2003,1,1,US,VA,174.93,23
2003,1,1,US,VT,30,4
2003,1,1,US,WA,143,8
2003,1,1,US,WI,57.98,8
2003,1,1,US,WV,52.97,4
2003,1,1,US,WY,15,2
2003,1,2,US,AK,15,2
2003,1,2,US,AL,75,13
2003,1,2,US,AR,45,8
2003,1,2,US,AZ,88.08,6
2003,1,2,US,CA,599.76,82
2003,1,2,US,CO,119.97,20
2003,1,2,US,CT,60,8
2003,1,2,US,DC,5,1
2003,1,2,US,DE,20,4
2003,1,2,US,FL,221.96,30
2003,1,2,US,GA,145.98,20
2003,1,2,US,HI,30,4
2003,1,2,US,IA,123.91,15
2003,1,2,US,ID,25,4
2003,1,2,US,IL,291.84,34
2003,1,2,US,IN,166.98,24
2003,1,2,US,KS,134.89,16
2003,1,2,US,KY,113.94,12
2003,1,2,US,LA,65,9
2003,1,2,US,MA,226.88,22
2003,1,2,US,MD,60,11
2003,1,2,US,ME,25,3
2003,1,2,US,MI,160.95,22
2003,1,2,US,MN,198.74,30
2003,1,2,US,MO,268.65,32
2003,1,2,US,MS,99.98,13
2003,1,2,US,MT,20,4
2003,1,2,US,NC,155,24
2003,1,2,US,ND,15,2
2003,1,2,US,NE,119.89,11
2003,1,2,US,NH,20,2
2003,1,2,US,NJ,196.92,24
2003,1,2,US,NM,40,6
2003,1,2,US,NV,35,4
2003,1,2,US,NY,418.77,44
2003,1,2,US,OH,331.89,41
2003,1,2,US,OK,114.94,15
2003,1,2,US,OR,40,6
2003,1,2,US,PA,237.66,24
2003,1,2,US,RI,40,6
2003,1,2,US,SC,70,12
2003,1,2,US,SD,10,2
2003,1,2,US,TN,167.95,17
2003,1,2,US,TX,741.75,83
2003,1,2,US,UT,45,5
2003,1,2,US,VA,135.98,20
2003,1,2,US,VT,30,4
2003,1,2,US,WA,103.91,14
2003,1,2,US,WI,119.96,14
2003,1,2,US,WV,66.95,8
2003,1,3,US,AK,56.95,6
2003,1,3,US,AL,122.48,13
2003,1,3,US,AR,97.97,12
2003,1,3,US,AZ,55,8
2003,1,3,US,CA,880.58,120
2003,1,3,US,CO,116.39,12
2003,1,3,US,CT,29.77,4
2003,1,3,US,DC,15,2
2003,1,3,US,DE,10,2
2003,1,3,US,FL,355.27,37
2003,1,3,US,GA,211.9,24
2003,1,3,US,HI,20,3
2003,1,3,US,IA,85,14
2003,1,3,US,ID,85,13
2003,1,3,US,IL,419.85,56
2003,1,3,US,IN,115,17
2003,1,3,US,KS,90,14
2003,1,3,US,KY,172.36,24
2003,1,3,US,LA,95,16
2003,1,3,US,MA,286.91,34
2003,1,3,US,MD,148.98,22
2003,1,3,US,MI,278.94,43
2003,1,3,US,MN,267.74,36
2003,1,3,US,MO,152.89,18
2003,1,3,US,MS,20,4
2003,1,3,US,MT,67.94,5
2003,1,3,US,NC,270.92,33
2003,1,3,US,ND,30,4
2003,1,3,US,NE,15,2
2003,1,3,US,NH,61.97,4
2003,1,3,US,NJ,135.91,14
2003,1,3,US,NM,33.96,4
2003,1,3,US,NV,35,6
2003,1,3,US,NY,697.7,78
2003,1,3,US,OH,205,34
2003,1,3,US,OK,10,2
2003,1,3,US,OR,89.97,8
2003,1,3,US,PA,468.82,56
2003,1,3,US,RI,125.93,14
2003,1,3,US,SC,25,4
2003,1,3,US,SD,62.34,4
2003,1,3,US,TN,150.78,21
2003,1,3,US,TX,624.52,83
2003,1,3,US,UT,70,12
2003,1,3,US,VA,171.95,19
2003,1,3,US,WA,230.84,20
2003,1,3,US,WI,146.83,10
2003,1,3,US,WV,63.98,8
2003,1,3,US,WY,15,3
2003,2,4,US,AK,77.98,9
2003,2,4,US,AL,279.94,18
2003,2,4,US,AR,89.96,12
2003,2,4,US,AZ,55.94,7
2003,2,4,US,CA,887.61,105
2003,2,4,US,CO,127.73,14
2003,2,4,US,CT,78.98,10
2003,2,4,US,DC,30,3
2003,2,4,US,FL,600.06,82
2003,2,4,US,GA,343.84,43
2003,2,4,US,HI,30,5
2003,2,4,US,IA,70,10
2003,2,4,US,ID,94.96,8
2003,2,4,US,IL,485.83,50
2003,2,4,US,IN,155.96,25
2003,2,4,US,KS,129.93,14
2003,2,4,US,KY,126.95,16
2003,2,4,US,LA,176.73,22
2003,2,4,US,MA,224.87,25
2003,2,4,US,MD,85,11
2003,2,4,US,ME,15,2
2003,2,4,US,MI,349.65,41
2003,2,4,US,MN,55,8
2003,2,4,US,MO,186.97,28
2003,2,4,US,MS,134.95,12
2003,2,4,US,MT,75.11,6
2003,2,4,US,NC,211.88,27
2003,2,4,US,ND,10,2
2003,2,4,US,NE,102.88,8
2003,2,4,US,NH,58.97,8
2003,2,4,US,NJ,289.54,31
2003,2,4,US,NM,40,6
2003,2,4,US,NV,20,4
2003,2,4,US,NY,366.98,55
2003,2,4,US,OH,240.96,29
2003,2,4,US,OK,55,9
2003,2,4,US,OR,40,6
2003,2,4,US,PA,250,42
2003,2,4,US,RI,48.94,6
2003,2,4,US,SC,140.94,18
2003,2,4,US,SD,30,5
2003,2,4,US,TN,35,7
2003,2,4,US,TX,556.12,69
2003,2,4,US,UT,35,6
2003,2,4,US,VA,174.94,26
2003,2,4,US,VT,105.96,11
2003,2,4,US,WA,256.66,34
2003,2,4,US,WI,160,22
2003,2,4,US,WV,25,4
2003,2,5,US,AK,30,4
2003,2,5,US,AL,157.93,18
2003,2,5,US,AR,72.98,12
2003,2,5,US,AZ,103.98,14
2003,2,5,US,CA,773.92,107
2003,2,5,US,CO,115,19
2003,2,5,US,CT,116.96,17
2003,2,5,US,DC,25,4
2003,2,5,US,DE,62.91,8
2003,2,5,US,FL,550.89,65
2003,2,5,US,GA,262.88,30
2003,2,5,US,HI,10,2
2003,2,5,US,IA,95,17
2003,2,5,US,ID,10,2
2003,2,5,US,IL,485.91,58
2003,2,5,US,IN,215.92,29
2003,2,5,US,KS,161.09,13
2003,2,5,US,KY,108.94,13
2003,2,5,US,LA,165.93,21
2003,2,5,US,MA,141.95,18
2003,2,5,US,MD,130.91,17
2003,2,5,US,ME,10,2
2003,2,5,US,MI,318.43,34
2003,2,5,US,MN,244.8,26
2003,2,5,US,MO,189.95,25
2003,2,5,US,MS,150,21
2003,2,5,US,MT,10,1
2003,2,5,US,NC,294.91,38
2003,2,5,US,ND,41.97,2
2003,2,5,US,NE,25,4
2003,2,5,US,NH,10,2
2003,2,5,US,NJ,174.98,24
2003,2,5,US,NM,30,5
2003,2,5,US,NV,40,8
2003,2,5,US,NY,353.95,53
2003,2,5,US,OH,196.96,29
2003,2,5,US,OK,134.96,12
2003,2,5,US,OR,15,2
2003,2,5,US,PA,354.94,46
2003,2,5,US,RI,10,2
2003,2,5,US,SC,113.97,15
2003,2,5,US,SD,20,3
2003,2,5,US,TN,125,22
2003,2,5,US,TX,541.89,81
2003,2,5,US,UT,90.96,13
2003,2,5,US,VA,151.96,20
2003,2,5,US,VT,45,7
2003,2,5,US,WA,302.93,38
2003,2,5,US,WI,80,16
2003,2,5,US,WV,10,2
2003,2,5,US,WY,48.98,6
2003,2,6,US,AK,39.98,4
2003,2,6,US,AL,183.97,26
2003,2,6,US,AR,80.96,8
2003,2,6,US,AZ,50,9
2003,2,6,US,CA,1098.52,121
2003,2,6,US,CO,130,22
2003,2,6,US,CT,85,14
2003,2,6,US,DC,82.95,9
2003,2,6,US,DE,30,4
2003,2,6,US,FL,574.7,67
2003,2,6,US,GA,184.98,25
2003,2,6,US,HI,15,2
2003,2,6,US,IA,159.89,16
2003,2,6,US,ID,20,4
2003,2,6,US,IL,257.98,38
2003,2,6,US,IN,75,12
2003,2,6,US,KS,150.96,20
2003,2,6,US,KY,169.88,18
2003,2,6,US,LA,159.92,17
2003,2,6,US,MA,180.9,22
2003,2,6,US,MD,134.97,20
2003,2,6,US,ME,10,1
2003,2,6,US,MI,407.82,52
2003,2,6,US,MN,224.91,24
2003,2,6,US,MO,179.89,21
2003,2,6,US,MS,65,10
2003,2,6,US,MT,82.97,6
2003,2,6,US,NC,237.84,27
2003,2,6,US,ND,20,2
2003,2,6,US,NE,20,4
2003,2,6,US,NH,15,2
2003,2,6,US,NJ,177.97,24
2003,2,6,US,NM,10,2
2003,2,6,US,NV,18.99,3
2003,2,6,US,NY,516.96,73
2003,2,6,US,OH,204.96,30
2003,2,6,US,OK,186.63,16
2003,2,6,US,OR,115,19
2003,2,6,US,PA,256.95,38
2003,2,6,US,RI,25,4
2003,2,6,US,SC,40,6
2003,2,6,US,SD,40,7
2003,2,6,US,TN,196.71,22
2003,2,6,US,TX,467.92,67
2003,2,6,US,UT,60,9
2003,2,6,US,VA,217.96,27
2003,2,6,US,VT,5,1
2003,2,6,US,WA,187.83,18
2003,2,6,US,WI,229.95,34
2003,2,6,US,WV,10,2
2003,2,6,US,WY,25,4
2003,3,7,US,AK,61.95,5
2003,3,7,US,AL,116.98,16
2003,3,7,US,AR,59.98,6
2003,3,7,US,AZ,113.34,12
2003,3,7,US,CA,968.74,129
2003,3,7,US,CO,272.92,40
2003,3,7,US,CT,126.96,14
2003,3,7,US,DC,111.41,4
2003,3,7,US,DE,71.9,6
2003,3,7,US,FL,420.51,53
2003,3,7,US,GA,263.79,31
2003,3,7,US,HI,20,4
2003,3,7,US,IA,45,5
2003,3,7,US,ID,38.93,4
2003,3,7,US,IL,507.47,59
2003,3,7,US,IN,212.9,23
2003,3,7,US,KS,105,16
2003,3,7,US,KY,92.15,11
2003,3,7,US,LA,107.91,12
2003,3,7,US,MA,348.14,48
2003,3,7,US,MD,141.96,24
2003,3,7,US,ME,65,10
2003,3,7,US,MI,382.79,40
2003,3,7,US,MN,96.94,12
2003,3,7,US,MO,198.98,28
2003,3,7,US,MS,65,10
2003,3,7,US,MT,25,4
2003,3,7,US,NC,248.7,36
2003,3,7,US,ND,20,2
2003,3,7,US,NE,166.75,15
2003,3,7,US,NH,60,9
2003,3,7,US,NJ,299.93,39
2003,3,7,US,NM,20,2
2003,3,7,US,NV,80,14
2003,3,7,US,NY,490.85,63
2003,3,7,US,OH,398.88,57
2003,3,7,US,OK,94.97,10
2003,3,7,US,OR,75,11
2003,3,7,US,PA,409.92,51
2003,3,7,US,RI,15,3
2003,3,7,US,SC,100.94,12
2003,3,7,US,SD,25,3
2003,3,7,US,TN,92.97,8
2003,3,7,US,TX,709.8,93
2003,3,7,US,UT,30,5
2003,3,7,US,VA,110,16
2003,3,7,US,VT,10,2
2003,3,7,US,WA,214.93,28
2003,3,7,US,WI,100,18
2003,3,7,US,WV,170.92,6
2003,3,7,US,WY,35,6
2003,3,8,US,AL,102.17,15
2003,3,8,US,AR,60,9
2003,3,8,US,AZ,197.95,24
2003,3,8,US,CA,1231.3,138
2003,3,8,US,CO,90,13
2003,3,8,US,CT,173.68,13
2003,3,8,US,DC,25,5
2003,3,8,US,DE,25,4
2003,3,8,US,FL,434.69,61
2003,3,8,US,GA,201.89,25
2003,3,8,US,HI,35,6
2003,3,8,US,IA,158.97,18
2003,3,8,US,ID,44.98,4
2003,3,8,US,IL,493.56,53
2003,3,8,US,IN,164.99,23
2003,3,8,US,KS,110.94,12
2003,3,8,US,KY,110,17
2003,3,8,US,LA,147.93,17
2003,3,8,US,MA,226.97,34
2003,3,8,US,MD,70,10
2003,3,8,US,ME,10,2
2003,3,8,US,MI,312.24,42
2003,3,8,US,MN,342.03,42
2003,3,8,US,MO,275.31,34
2003,3,8,US,MS,101.98,13
2003,3,8,US,MT,20,4
2003,3,8,US,NC,233.86,27
2003,3,8,US,ND,15,3
2003,3,8,US,NE,74.96,9
2003,3,8,US,NH,25,5
2003,3,8,US,NJ,414.92,50
2003,3,8,US,NM,53.98,8
2003,3,8,US,NV,135,20
2003,3,8,US,NY,631.85,81
2003,3,8,US,OH,453.05,60
2003,3,8,US,OK,100,14
2003,3,8,US,OR,196.88,22
2003,3,8,US,PA,486.87,68
2003,3,8,US,RI,25,4
2003,3,8,US,SC,247.91,23
2003,3,8,US,TN,133.98,17
2003,3,8,US,TX,611.91,87
2003,3,8,US,UT,65,13
2003,3,8,US,VA,137.76,21
2003,3,8,US,VT,65,11
2003,3,8,US,WA,171.96,19
2003,3,8,US,WI,158.93,22
2003,3,8,US,WV,10,2
2003,3,9,US,AL,172.47,22
2003,3,9,US,AR,80.94,9
2003,3,9,US,AZ,75,12
2003,3,9,US,CA,1035.25,126
2003,3,9,US,CO,152.96,23
2003,3,9,US,CT,145,23
2003,3,9,US,DC,10,2
2003,3,9,US,DE,35.16,4
2003,3,9,US,FL,596.72,65
2003,3,9,US,GA,215,33
2003,3,9,US,HI,35,4
2003,3,9,US,IA,171.27,16
2003,3,9,US,ID,5,1
2003,3,9,US,IL,507.84,60
2003,3,9,US,IN,232.94,33
2003,3,9,US,KS,133.91,19
2003,3,9,US,KY,100,14
2003,3,9,US,LA,229.85,26
2003,3,9,US,MA,337.02,49
2003,3,9,US,MD,192.96,24
2003,3,9,US,ME,10,2
2003,3,9,US,MI,390.92,50
2003,3,9,US,MN,270,40
2003,3,9,US,MO,245.52,34
2003,3,9,US,MS,80,13
2003,3,9,US,MT,102.93,11
2003,3,9,US,NC,425.76,56
2003,3,9,US,ND,75,13
2003,3,9,US,NE,131.91,13
2003,3,9,US,NH,60,9
2003,3,9,US,NJ,280,39
2003,3,9,US,NM,93.94,9
2003,3,9,US,NV,85,14
2003,3,9,US,NY,597.3,83
2003,3,9,US,OH,501.86,56
2003,3,9,US,OK,134.94,18
2003,3,9,US,OR,95,14
2003,3,9,US,PA,314.87,42
2003,3,9,US,RI,45,6
2003,3,9,US,SC,50,8
2003,3,9,US,SD,86.91,10
2003,3,9,US,TN,81.96,13
2003,3,9,US,TX,889.79,118
2003,3,9,US,UT,70,11
2003,3,9,US,VA,215.09,24
2003,3,9,US,VT,25,3
2003,3,9,US,WA,130,20
2003,3,9,US,WI,204.9,22
2003,3,9,US,WV,75,12
2003,3,9,US,WY,35,6
2003,4,10,US,AK,15,2
2003,4,10,US,AL,253.86,30
2003,4,10,US,AR,169.97,20
2003,4,10,US,AZ,133.98,17
2003,4,10,US,CA,1242.16,155
2003,4,10,US,CO,100,16
2003,4,10,US,CT,55,9
2003,4,10,US,DC,100.96,10
2003,4,10,US,DE,45,7
2003,4,10,US,FL,460.86,60
2003,4,10,US,GA,352.83,54
2003,4,10,US,HI,45.91,5
2003,4,10,US,IA,141.47,12
2003,4,10,US,ID,49.74,5
2003,4,10,US,IL,462.72,46
2003,4,10,US,IN,133.98,17
2003,4,10,US,KS,105,16
2003,4,10,US,KY,160,22
2003,4,10,US,LA,161.82,13
2003,4,10,US,MA,275.87,33
2003,4,10,US,MD,135,19
2003,4,10,US,ME,50,8
2003,4,10,US,MI,576.6,64
2003,4,10,US,MN,211.93,30
2003,4,10,US,MO,444.82,50
2003,4,10,US,MS,218.95,25
2003,4,10,US,MT,78.98,4
2003,4,10,US,NC,238.79,27
2003,4,10,US,ND,70,11
2003,4,10,US,NE,50,7
2003,4,10,US,NH,30,4
2003,4,10,US,NJ,457.44,53
2003,4,10,US,NM,46.15,3
2003,4,10,US,NV,95,14
2003,4,10,US,NY,716.72,86
2003,4,10,US,OH,418.84,59
2003,4,10,US,OK,176.9,18
2003,4,10,US,OR,65,10
2003,4,10,US,PA,497.03,59
2003,4,10,US,SC,168.98,26
2003,4,10,US,SD,95.96,12
2003,4,10,US,TN,146.91,15
2003,4,10,US,TX,864.34,115
2003,4,10,US,UT,144.96,18
2003,4,10,US,VA,194.58,28
2003,4,10,US,VT,40,6
2003,4,10,US,WA,225.89,28
2003,4,10,US,WI,148.91,19
2003,4,10,US,WV,35,4
2003,4,10,US,WY,15,3
2003,4,11,US,AK,30,5
2003,4,11,US,AL,153.92,21
2003,4,11,US,AR,142.95,21
2003,4,11,US,AZ,178.98,22
2003,4,11,US,CA,1204.38,138
2003,4,11,US,CO,270.64,29
2003,4,11,US,CT,186.98,20
2003,4,11,US,DC,25,4
2003,4,11,US,DE,35,5
2003,4,11,US,FL,688.21,83
2003,4,11,US,GA,414.78,53
2003,4,11,US,HI,15,2
2003,4,11,US,IA,137.92,18
2003,4,11,US,ID,30,4
2003,4,11,US,IL,420.9,68
2003,4,11,US,IN,185,26
2003,4,11,US,KS,185.92,17
2003,4,11,US,KY,291.87,32
2003,4,11,US,LA,243.09,25
2003,4,11,US,MA,310.84,39
2003,4,11,US,MD,164.94,19
2003,4,11,US,ME,53.95,8
2003,4,11,US,MI,693.4,75
2003,4,11,US,MN,233.93,28
2003,4,11,US,MO,278.96,37
2003,4,11,US,MS,116.97,17
2003,4,11,US,MT,87.95,10
2003,4,11,US,NC,356.68,34
2003,4,11,US,ND,10,2
2003,4,11,US,NE,88.95,8
2003,4,11,US,NH,20,4
2003,4,11,US,NJ,357.6,39
2003,4,11,US,NM,55.98,8
